11108	111417	neutral	Can you tell me how to practice Metta, karuna, mudita and mindfulness in daily life?
11776	111418	neutral	I'm seatin at e right side...Quite front... Shld b ez to find... U reachin?
11453	111420	negative	Ok then we cancel lor. We meet another time w more ppl.
11116	111423	positive	Thanks for the info. Do you have some reference books that I can refer to for more details?
11625	111425	neutral	Hey... Tmr's movie still on?
12075	111426	neutral	Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
11608	111428	neutral	Which poly she goin to... But u stayin in hostel so half e time u will b so far away mah... Haha, wana c how her bf look lk...
10386	111431	positive	Hi shan, i'm sorry i can't make it tmr. Going to do my hair tmr afternoon. See you tmr night for dinner okie? Good Luck!
11497	111439	positive	Good luck 4 ur first n last paper. (^,^) jus few more hours 2 go then u can enjoy already.
11320	111442	neutral	I going to meet xyan for dinner, just pei her eat only k..
10110	111443	negative	really cannot go ? long time never meet u already .... :(
11272	111448	neutral	Jenny got a rrom at kr. I'm sleeping in her room tonight... Haha... If i'm in hall wont sleep so early lah.
10024	111450	neutral	Pls reach here asap..we are going off soon..
11809	111459	neutral	Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...
11721	111461	neutral	oh, ur no is on e leaflet i got from e matric fair...
11168	111462	negative	Wake up already. On my way there. I did not call them because i overslept.
11673	111464	neutral	Oh my fren said go earlier cos there will b a long queue...
10830	111465	positive	My dear, good afternoon, i m going to eat then take bus to school, i m very happy that i can see u tonight!
11953	111468	negative	The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
10156	111470	neutral	want so manyt ppl to notice her for what ?
11192	111471	neutral	Oh... I see. So when we meet? Or you look for me at ea and we go together?
10908	111472	negative	Sorry...cant make it today
10697	111474	negative	sony send spy to steal from you
10196	111476	neutral	hey can i borrow the text book from u? i wan to zap... can i meet u tonight? where will u b?
11791	111477	neutral	Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
11386	111478	positive	Haha... I also think so... I keep some of e leafs for u...
11079	111481	positive	Wishing you a blessed Chinese New Year to you and your family!
11247	111483	neutral	hi dan. need your help with 3240. drop me a msg when you are free.
10551	111485	positive	Free temple food, NICE NICE? aNYWAY, hARI RAYA coming soon leh. Geylang here got HARI RAYA BAZAAR & so on? hee? later da bAO dinner fr Geylang. Mmm.NICE!
10927	111488	positive	ok.tats good, cya then babe!
10339	111490	positive	yeah lor... like it a lot...
11047	111493	neutral	okie.i need to find some readings (again...) first.
10248	111495	negative	hmmm sorrie I can't cfm juz as yet... it's free entry rite?
10875	111498	neutral	Hey remember the girl who was talking with us after the first lecture of 4252? Can you give me her name and contact number?
11840	111499	negative	Huh? 6 also cannot? Then only how many mistakes?
10079	111504	neutral	you wan the black one or white one?
10655	111505	neutral	ya lor. as my  friends doing agency  job then many of them   got more tutor than student
10797	111506	negative	i think no need lah..i go borrows from steve
10172	111508	neutral	Owe me $19. Cloth is 9 and costume is estimated at 10. Btw we owe James $ for studiow rental too, dat one he collect from us separately.
10497	111511	neutral	I am company ah boa to check up what are you doing? still in your dreaming?
10065	111512	negative	wah liao i dunno why you bother to include him in our group when no one likes him!! arghhhhhhhhh! you will be the death of me!
10025	111517	neutral	we are sitting near the back door there..come find us hor
10236	111518	positive	Ok... Then me wait up for u! kk dnr... enj the show. Bedtime when show end
11329	111521	neutral	Finish e part dat i missed yest liao. U still want 2 go out?
10842	111522	neutral	My dear, i have finished meeting too... Now going to nuh...
11962	111523	neutral	Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.
10470	111525	neutral	last night I called you, but you switch off fon.
10811	111526	positive	Yeah...can pig half an hr more tmr:p wah,work till 3am,better take care of ??r health ah!so ?? cant zzz now?read some fiction,or text bk,sure can zzz:p
10836	111530	positive	Haha,juz now when ? msg m? via intranet,my lab ta was beside,? he tot i discuss ans w ?...but doesnt matter cos he's vv nice...h??,next time teach m? how2use!
11282	111532	neutral	R Ã¼ all going for bio lecture tmr... Got no more assignments rite...
10548	111534	positive	Now at Geylang Serai? crossing the 'bridge', getting e 'chop' reminds me of my primary school days. Used 2 like it & moreover here is near my school. U no pray?
11626	111536	neutral	Oh... Ok lor... Den when she can make it... Oh,  e qet is on wed izit...
11300	111538	neutral	i duno how long it lasts.im going coz later evening got dance.
10906	111540	neutral	Can u call me? I am out of credit
10630	111541	negative	As a punishment you have to go and check the answer on the topic
11360	111543	positive	Wish u n ur family a prosperous new year, good health and also may e monkey yr bring us good romance...
10169	111548	neutral	Ill be late. U reach where already?
11003	111549	neutral	I have paid and sent receipt to you.
10308	111550	negative	I am not feeling well
11801	111552	neutral	Hey... are you going to quit soon? Xuhui and i working till end of the month
12185	111554	neutral	Anything lor, once u ready den u come lah.
10686	111555	neutral	you want to go jo house later? after eleven?
10772	111556	neutral	ard $1000, 2 times a wk. they already confirm
11034	111557	neutral	u workin now right?
11149	111558	positive	Happy birthday dear. May you be more mature as time passes. May you enjoy abundant joy and happiness. -)
10570	111563	neutral	Or else u can come to icq then we discuss again for the last time for the project. Then edit the final product?  print, file it. Ok?
11486	111565	neutral	So wat time n where u wan meet me?
11751	111566	positive	Hmmm.... Might recognize her if i happen to c her... Wow, on e bus oredi ah, sure wont late one...
10322	111569	positive	i heard from my frens that love actually is a pretty gd show... u want to watch it?
11955	111571	negative	Really dun bluff me leh... U sleep early too. Nite...
11481	111573	neutral	Yup. How? He later meeting his friends then e 2 of us go elsewhere lor.
11032	111574	neutral	probably the same
10607	111576	neutral	what modules will u be taking this semester? wanna take 4264 together?
10137	111577	positive	hope thing will be fine
10759	111580	neutral	I need to have my stats notes back. When r u free to mit up?
10593	111581	neutral	u tried it? wat time e tok? cz i meetin amelia...
11705	111582	positive	Ya... Morn... My sis said it's on e mountain, haha, have to check map liao...
11485	111584	neutral	Then wat u need 2 bathe ur dog cant come up or must later?
10034	111586	neutral	U ask ghenglai and yongzhong whether they want to come or not lor.
11290	111588	neutral	Thu meet at cafe cartel plaza sing at 7pm. Any prob?
11834	111589	neutral	Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
10327	111591	negative	wah... like that not fair man...
10732	111594	neutral	hi, the book is called marketing by kerin. i am selling the book at $24, can meet u on monday
10407	111595	neutral	Im in senai airport waitin for my dads russian crew,then bring then for dinner,hope can make it back for my baby
10801	111596	positive	ok ok can't chat going for lect
10571	111598	negative	Please? please help me? Already put in so much effort & now u want 2 fang qi? I won't let u do so. Please
11482	111600	positive	Ok sure. U let me know where n wat time lor.
10176	111602	neutral	Ha ha thanks and coz lost my hand phone thus lost all the contact number carry on with you exams:)
11916	111606	neutral	Do Ã¼ all wan 2 meet up n combine all the parts? How's da rest of da project going?
10877	111608	neutral	If we go buy tickets too late sure get bad seats one. When can you be at jp? I need some time to bath before I can go out.
10947	111610	positive	Thanks for e dinner steph...E food is nice n e co. is great too...As in my side of e table la...Hee...
11875	111614	neutral	I'm going out to buy mum's present ar.
12001	111615	neutral	I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
11787	111617	neutral	K... Must book a not huh? so going for yoga basic on sunday?
11769	111618	negative	Ya, i can understand... Most of my tutors r frm china too, really cant catch wat r they tryin to say. Thk beta depend on myself...Din c u during lect...
11388	111621	positive	How come u so pig? Go lor, tdy weather not bad plus tmr holiday... U eat ur lunch first lah.
10861	111623	negative	i cant make it on tuesday... how?
11653	111625	neutral	Hey mei... U goin tmr rite... Have u got anythin 4 jos?
10899	111626	negative	Aiyo.. So bad? Then u got go e interview anot? As is it's very wulu ah?
11240	111628	neutral	please meet me outside lt27 to get your stuff.
10584	111629	positive	Somewhere high. No one here v. gd, can really take a peaceful rest. I will go back 2 where I came. Bye.
11661	111637	neutral	Hey u call me huh... Wat's up...
11546	111638	negative	I only did once, e proj we did together, so not v gd at it also. Borrow some books or search online 4 help...
12037	111640	neutral	Same to u...
11427	111641	negative	Da one at cine... But i dunno whether i wan to sign up a not... Dunno if they got one mth only... I scared i wun go...
10590	111645	neutral	e name card need another few daes n its $20 for 100 ok rite? will pass u once its done..
10636	111646	positive	Aiyo good good...glad you are almost home! Never mind you can rest for the whole day! Hehe
12183	111648	neutral	I think we go lido watch k. Den u and xyan can go orchard shopping first. Show still at 930.
11270	111649	neutral	Hey you not going for lect tmr ?
10375	111651	neutral	I'm only free in the evening
11434	111652	neutral	Yup. U wan go tomw is it. Which branch u wan 2 go?
11216	111653	positive	Zack, pray me a prayer yo.. hope i can finish things!
11100	111657	neutral	Still in group discussion? I may go to have lunch in twenty mins. Sms me when your meeting is finished.
11835	111658	negative	Hey... Very inconvenient for your sis a not huh?
11880	111660	neutral	Y Ã¼ wan to go there? C doctor?
11013	111661	neutral	Hai. One less option for me. So will you be there for long?
10650	111662	negative	I'm not sure, it's ard 53 vs 39. I know they touched   50 mark
11592	111664	neutral	Hmmm... Reach there at 1? Cos my sis goin oso... U wan to go somewhere near my hse den can fetch u oso...
10096	111665	neutral	eh you wan to share wen's present with me?
10760	111666	negative	U can just leave in my lab or pass to me tml. Sorry its so abrupt but I just realised sm of those r my frens'.
12179	111669	positive	So fast ah, hmm.. It shld be alright. Tdy e weather seem not bad, u can bring ur dog out.
10967	111672	neutral	when you wan me to be back?
11594	111673	neutral	choose a colour... Just some silly test la...
10944	111677	neutral	Huifang... Wanna go john little sales to buy a fren's bd present... Wanna go tog? I heard there got a lot of guy's shirts...
10090	111678	negative	hey wads wrong with shuz ar? she keeps answering my sms-es in a very vague way. like being very secretive about everything. any idea wads going on with her??
10998	111682	neutral	Ailing, how u going east pt from ur home? Meet u in bedok then go tog la. I got free bus to bedok mrt...
11074	111684	neutral	On mrt. You out? Where? I am arriving at boonlay
11007	111685	positive	U are most welcome. thnks t 4 reminding me yr birthday. wish u many good years to come n forever young.
11102	111689	positive	No la. You eat when you are hungry.
10141	111691	neutral	Wan Zhen are u buying gliter powder?
10434	111692	neutral	are u going to sch tml ?
11745	111693	neutral	Huh... Whole afternoon gone... Nvrmind lor, nxt time go again... C whose bdae comin up...
10962	111694	positive	No need lah. I will try again with e one i bought.
11569	111699	neutral	Hey xin... Doin puzzle tmr rite... What time go ur hse leh...
12083	111700	neutral	Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
11884	111701	neutral	Go where n buy? Juz buy when we get there lar.
11058	111702	neutral	I need to confirm with you guys regarding the small class gathering at my studio at 6pm on sunday. let me know if you guys are coming. please reply asap.
11896	111703	neutral	With my sis lor... We juz watched italian job.
10007	111704	neutral	wat are u going to buy for her present??
10184	111705	neutral	Hey, you bro jus called me! He said that this morn you went to church and then dunno go where. Where r u now? He is looking for you!
11242	111706	neutral	hi, can i meet you at dhoby ghaut mrt at 4.15pm to pass you the stuff?
10060	111707	positive	guess wad sia? i won preview tickets to this korean show! woo hoo!!!! i haven lost all my good luck just yet!
11614	111710	neutral	Really... But muz wait very long rite... So u book ur test date oredi...
10086	111711	neutral	hey wendy said that we can stay overnight at her place next week cos her parents are going to genting. u wanna stay anot?
11364	111712	negative	Havent yet. Think ard 8 plus n eat until 10 plus lah. Is it convenient if i come ard 10plus?
10722	111714	neutral	Yup. My stream requires it. There is exam of 100MCQs. Not confirm A lah, so long never touch biology already. Hmm.. can I get the book from you earlier? Meet at Aljunied mrt or somewhere convenient..?
11631	111717	negative	Gee... My memory is bad den... I rem wrongly...
10677	111720	positive	Hi. Just wanna wish you a merry and blessed christmas. Hope all your wishes come true this christmas! MERRY CHRISTMAS!
11533	111725	neutral	Hi guys, my company looking 4 developers, like wat i'm doing now. Any of ur friends looking 4 job let me know.
10841	111726	neutral	My dear, i m going to your lt ah... Are u sitting with ur friends?
11633	111727	neutral	Hey fen ah... Wat time u wana meet me ah...
10846	111728	positive	I'm v thankful 4 God has remind me He's e provider thru yr message. Thanks a lot!! U take care too @->--
11796	111732	neutral	After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...
10030	111734	negative	Think don need already ... We changing date again ... Her birthday on the 10 right ?
11151	111736	neutral	no. some secondary school kids
11697	111738	neutral	Den we will still b given student price and loan rite... Hey how u noe comin nxt wk?
10928	111740	positive	hey that xmas bash pic looks great! u look nice in it too. *saves picture*
11783	111743	neutral	I am going to sao mu today. Will be done only at 12
11070	111745	neutral	U come this aft? What time?
11737	111746	positive	Aiyo... Dun worry la, they'll let u change one... Anyway, sleep early, nite nite...
10892	111748	neutral	same to you
11807	111749	positive	Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
11449	111755	neutral	Darren saw u then ask me. If u alone then wan do project w him i can help u ask.
10878	111756	neutral	Ok but where are you now? Can get tickesu first?
10680	111760	neutral	do we have to file for grad now?
12094	111761	neutral	Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...
10752	111763	neutral	I need $100 extra to buy some clothes
11351	111764	negative	Lect break.. Now very bored n tired. So how is ur stylist going to cut?
11790	111766	positive	Yup... From what i remb... I think should be can book...
11772	111768	neutral	Oh okie... I'll come right away... I'm at s2... So i'll cya at e canteen...
10186	111770	neutral	tml meet me at tv lounge at 3pm, then we go together k? see ya!
12036	111771	negative	Nope watching tv at home... Not going out. V bored...
10786	111774	neutral	maybe we can have lunch at arts canteen?
11409	111777	neutral	Only u? I be meeting xinyi at 12 at bishan. Can u make it?
